                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                0.62635,                 0.4684,                  0.108,                0.90866,                0.86696,                0.92807,                0.64105,                0.40721,                0.34456,                0.07334,                 0.0001,                 0.0001,                 0.0001
                    144,                0.63867,                0.47517,                  0.112,                0.90408,                0.87569,                0.92837,                0.64656,                0.40172,                0.34234,                0.07306,                 0.0001,                 0.0001,                 0.0001
                    145,                0.62469,                0.46718,                0.10701,                0.89768,                0.88565,                0.93177,                 0.6481,                0.40336,                0.34335,                0.07341,                 0.0001,                 0.0001,                 0.0001
                    146,                0.64061,                 0.4753,                0.11301,                0.89261,                 0.8884,                 0.9301,                0.64736,                0.40304,                0.34323,                0.07356,                 0.0001,                 0.0001,                 0.0001
                    147,                0.63099,                 0.4751,                0.11118,                 0.9013,                0.88993,                 0.9341,                0.64367,                0.40992,                0.34551,                0.07444,                 0.0001,                 0.0001,                 0.0001
                    148,                0.62154,                0.46834,                0.10775,                0.89435,                0.89136,                0.93359,                0.64458,                0.40882,                0.34566,                0.07412,                 0.0001,                 0.0001,                 0.0001
                    149,                0.62106,                0.46726,                 0.1078,                0.90066,                 0.8889,                0.93455,                0.64969,                0.40214,                 0.3432,                 0.0734,                 0.0001,                 0.0001,                 0.0001
                    150,                0.61675,                0.46498,                0.10571,                0.90361,                 0.8807,                0.93492,                0.65598,                0.39782,                0.34151,                0.07288,                 0.0001,                 0.0001,                 0.0001
                    151,                0.62643,                0.46805,                0.10757,                  0.901,                0.89587,                0.93546,                0.65323,                 0.4001,                0.34241,                0.07291,                 0.0001,                 0.0001,                 0.0001
                    152,                0.62494,                0.47236,                0.10751,                0.89848,                0.88796,                0.93481,                0.65747,                0.39688,                0.34119,                0.07234,                 0.0001,                 0.0001,                 0.0001
                    153,                0.62068,                0.46746,                0.10764,                0.91187,                0.87443,                0.93224,                0.65685,                0.39881,                  0.342,                0.07238,                 0.0001,                 0.0001,                 0.0001
                    154,                0.61915,                0.46908,                0.10711,                0.91322,                0.88378,                0.93386,                0.65999,                0.39644,                0.34145,                0.07219,                 0.0001,                 0.0001,                 0.0001
                    155,                0.62301,                0.46816,                0.10806,                0.91547,                0.88042,                0.93627,                0.66159,                0.39258,                0.33988,                0.07167,                 0.0001,                 0.0001,                 0.0001
                    156,                0.62543,                0.46831,                0.10893,                0.91192,                0.89411,                0.93796,                0.66309,                0.38899,                0.33855,                0.07138,                 0.0001,                 0.0001,                 0.0001
                    157,                0.62925,                0.47389,                0.10956,                0.90338,                0.89133,                0.93703,                0.66864,                0.38484,                0.33708,                0.07088,                 0.0001,                 0.0001,                 0.0001
                    158,                0.62264,                0.47057,                0.10797,                0.89704,                0.89822,                0.94056,                0.67571,                0.38007,                0.33464,                0.07003,                 0.0001,                 0.0001,                 0.0001
                    159,                0.62316,                0.47245,                0.10733,                0.91545,                0.90184,                0.94723,                0.68547,                0.37333,                0.33215,                0.06948,                 0.0001,                 0.0001,                 0.0001
                    160,                 0.6195,                0.46467,                0.10749,                0.92206,                0.90063,                0.94767,                  0.684,                0.37311,                0.33283,                0.06975,                 0.0001,                 0.0001,                 0.0001
                    161,                0.62451,                0.47019,                0.10822,                0.92478,                0.90326,                0.94863,                0.68592,                0.37171,                0.33297,                0.06966,                 0.0001,                 0.0001,                 0.0001
                    162,                0.61455,                0.46157,                0.10698,                0.92666,                0.90968,                0.94762,                0.68764,                0.36982,                0.33311,                0.06983,                 0.0001,                 0.0001,                 0.0001
                    163,                0.61087,                0.46366,                0.10587,                0.92459,                0.91501,                0.94587,                 0.6857,                0.36827,                0.33298,                0.06964,                 0.0001,                 0.0001,                 0.0001
                    164,                0.61398,                0.46727,                0.10645,                0.92793,                0.90776,                0.94901,                0.68946,                0.36739,                0.33298,                0.06948,                 0.0001,                 0.0001,                 0.0001
                    165,                0.60589,                0.46158,                0.10441,                 0.9226,                0.91106,                0.94918,                0.68901,                0.36762,                 0.3327,                0.06964,                 0.0001,                 0.0001,                 0.0001
                    166,                0.61724,                0.46432,                0.10807,                0.92006,                0.91913,                0.94959,                0.68922,                0.36714,                0.33262,                 0.0697,                 0.0001,                 0.0001,                 0.0001
                    167,                0.60782,                0.46219,                0.10524,                0.90809,                0.92852,                0.95066,                0.69018,                 0.3681,                0.33256,                0.07007,                 0.0001,                 0.0001,                 0.0001
                    168,                0.60231,                0.46607,                0.10359,                0.91484,                0.92179,                0.95013,                0.68949,                0.36772,                0.33194,                0.06987,                 0.0001,                 0.0001,                 0.0001
                    169,                0.61455,                0.46909,                0.10695,                0.91159,                0.92372,                0.95055,                0.69298,                0.36778,                0.33135,                0.06987,                 0.0001,                 0.0001,                 0.0001
                    170,                0.62144,                0.47157,                0.10933,                0.90956,                0.91749,                0.95062,                0.69365,                0.36614,                0.33062,                0.06954,                 0.0001,                 0.0001,                 0.0001
                    171,                0.61213,                 0.4676,                0.10601,                0.90926,                0.91965,                0.95044,                0.69504,                0.36428,                0.33002,                 0.0695,                 0.0001,                 0.0001,                 0.0001
                    172,                0.59389,                0.45579,                0.10186,                0.91595,                 0.9228,                0.95066,                0.69521,                0.36294,                0.32897,                 0.0692,                 0.0001,                 0.0001,                 0.0001
                    173,                0.60125,                0.45909,                0.10309,                0.92637,                0.90111,                0.94823,                0.69499,                  0.363,                0.33005,                0.06883,                 0.0001,                 0.0001,                 0.0001
                    174,                0.60597,                0.46442,                0.10438,                0.91329,                0.92498,                0.94981,                0.69612,                0.36239,                0.32966,                0.06855,                 0.0001,                 0.0001,                 0.0001
                    175,                  0.608,                0.46299,                0.10594,                0.91396,                0.92641,                0.95075,                0.69633,                 0.3613,                0.32885,                 0.0682,                 0.0001,                 0.0001,                 0.0001
                    176,                0.59385,                0.45632,                 0.1028,                  0.913,                0.92496,                0.94966,                0.69638,                0.36142,                 0.3288,                0.06805,                 0.0001,                 0.0001,                 0.0001
                    177,                0.60295,                0.46287,                0.10498,                0.92081,                0.92384,                0.95252,                 0.6974,                0.36106,                0.32852,                0.06786,                 0.0001,                 0.0001,                 0.0001
                    178,                0.61593,                0.46422,                0.10937,                0.91776,                0.92275,                0.95113,                0.69832,                0.35934,                0.32817,                0.06744,                 0.0001,                 0.0001,                 0.0001
                    179,                0.60845,                0.46414,                0.10602,                0.92737,                0.91916,                0.95315,                 0.6993,                 0.3597,                0.32813,                0.06738,                 0.0001,                 0.0001,                 0.0001
                    180,                0.59969,                 0.4599,                0.10381,                0.92954,                0.92556,                 0.9531,                0.69864,                0.35927,                0.32748,                0.06724,                 0.0001,                 0.0001,                 0.0001
                    181,                 0.6014,                0.45874,                0.10487,                0.92741,                 0.9161,                0.95153,                0.69704,                0.35839,                0.32717,                0.06705,                 0.0001,                 0.0001,                 0.0001
                    182,                0.59849,                 0.4633,                0.10283,                0.93243,                0.92215,                0.94974,                0.69766,                0.35502,                0.32597,                0.06684,                 0.0001,                 0.0001,                 0.0001
                    183,                  0.604,                0.46076,                0.10518,                0.93577,                0.92546,                 0.9554,                0.70188,                0.35454,                0.32615,                0.06646,                 0.0001,                 0.0001,                 0.0001
                    184,                 0.6018,                0.46451,                0.10455,                0.93602,                0.92686,                0.95571,                0.70099,                0.35587,                0.32581,                0.06626,                 0.0001,                 0.0001,                 0.0001
                    185,                0.60108,                0.45754,                0.10415,                0.94005,                0.92418,                0.95718,                0.70187,                0.35561,                0.32554,                0.06597,                 0.0001,                 0.0001,                 0.0001
                    186,                0.59342,                0.45934,                0.10232,                0.94205,                0.92706,                0.95999,                0.70268,                0.35574,                0.32447,                0.06578,                 0.0001,                 0.0001,                 0.0001
                    187,                0.59938,                0.45944,                0.10417,                0.93415,                0.93213,                0.95978,                0.70154,                0.35717,                0.32423,                0.06603,                 0.0001,                 0.0001,                 0.0001
                    188,                0.59764,                0.45514,                0.10425,                0.94419,                0.91494,                0.96056,                0.70483,                0.35493,                0.32231,                0.06581,                 0.0001,                 0.0001,                 0.0001
                    189,                0.58937,                 0.4559,                 0.1014,                0.94175,                0.92303,                0.96192,                0.70824,                0.35106,                0.32147,                0.06499,                 0.0001,                 0.0001,                 0.0001
                    190,                0.59748,                0.46092,                0.10347,                0.94915,                0.91677,                0.95863,                0.70662,                0.35256,                0.32167,                0.06506,                 0.0001,                 0.0001,                 0.0001
                    191,                0.59828,                0.46142,                0.10398,                0.94618,                0.91489,                0.95856,                0.70544,                0.35364,                0.32261,                0.06509,                 0.0001,                 0.0001,                 0.0001
                    192,                0.59928,                0.46133,                0.10461,                0.95389,                0.91351,                0.96081,                0.70762,                0.34967,                0.32158,                0.06501,                 0.0001,                 0.0001,                 0.0001
                    193,                0.59756,                0.46354,                0.10436,                0.94102,                0.92409,                0.96031,                0.71057,                0.34797,                0.31972,                0.06507,                 0.0001,                 0.0001,                 0.0001
                    194,                0.59014,                0.45713,                0.10219,                0.94404,                0.92756,                0.96023,                0.71241,                0.34477,                0.31699,                 0.0647,                 0.0001,                 0.0001,                 0.0001
                    195,                0.58955,                0.45551,                0.10168,                0.94818,                0.92161,                0.96102,                0.71279,                 0.3431,                0.31524,                0.06456,                 0.0001,                 0.0001,                 0.0001
                    196,                0.58949,                 0.4565,                0.10234,                0.95053,                 0.9189,                0.95743,                0.71309,                0.34302,                 0.3151,                0.06489,                 0.0001,                 0.0001,                 0.0001
                    197,                0.58498,                0.45616,                0.10056,                0.94807,                0.91625,                0.95852,                0.71531,                0.34229,                0.31451,                0.06463,                 0.0001,                 0.0001,                 0.0001
                    198,                 0.5877,                0.45445,                 0.1003,                0.95662,                0.91604,                0.96032,                0.71717,                0.34158,                0.31399,                0.06436,                 0.0001,                 0.0001,                 0.0001
                    199,                0.57911,                0.45061,                0.09916,                0.95556,                 0.9244,                0.95975,                0.71696,                0.34189,                0.31284,                0.06429,                 0.0001,                 0.0001,                 0.0001
                    200,                0.57921,                0.45264,                0.09944,                0.95527,                0.92243,                0.95951,                0.71655,                0.34212,                0.31239,                0.06403,                 0.0001,                 0.0001,                 0.0001
                    201,                0.58714,                0.45897,                0.10197,                0.96195,                0.92221,                0.96228,                0.71751,                0.34559,                0.31342,                0.06447,                 0.0001,                 0.0001,                 0.0001
                    202,                0.58771,                0.46011,                0.10225,                0.96101,                 0.9268,                 0.9629,                0.71885,                0.34376,                0.31223,                0.06453,                 0.0001,                 0.0001,                 0.0001
                    203,                0.59624,                0.45956,                0.10413,                0.95175,                0.92384,                0.96093,                0.71803,                0.34198,                0.31178,                0.06445,                 0.0001,                 0.0001,                 0.0001
                    204,                0.57916,                0.45242,                0.10082,                0.95986,                0.91863,                0.95956,                0.71908,                0.34051,                 0.3114,                0.06421,                 0.0001,                 0.0001,                 0.0001
                    205,                0.58606,                0.45356,                0.10105,                0.95298,                0.92311,                0.96167,                0.71977,                0.33991,                0.31161,                0.06409,                 0.0001,                 0.0001,                 0.0001
                    206,                0.59169,                0.46029,                0.10276,                0.94783,                0.93241,                0.96395,                0.72181,                0.33662,                0.30973,                0.06321,                 0.0001,                 0.0001,                 0.0001
                    207,                0.58554,                0.45495,                0.10022,                0.94904,                0.93318,                0.96244,                0.72143,                0.33588,                0.30848,                0.06324,                 0.0001,                 0.0001,                 0.0001
                    208,                0.59387,                0.46134,                0.10356,                0.95342,                0.93088,                0.96284,                0.72257,                0.33366,                0.30803,                0.06287,                 0.0001,                 0.0001,                 0.0001
                    209,                0.57372,                0.45302,                0.09891,                0.95482,                0.93399,                0.96451,                0.72482,                0.33223,                0.30641,                0.06256,                 0.0001,                 0.0001,                 0.0001
                    210,                0.58528,                0.45575,                0.10244,                0.95703,                0.93775,                0.96567,                0.72474,                0.33054,                0.30555,                0.06204,                 0.0001,                 0.0001,                 0.0001
                    211,                0.57412,                0.44857,                0.09902,                0.96187,                0.93779,                0.96585,                0.72543,                0.32817,                0.30499,                0.06186,                 0.0001,                 0.0001,                 0.0001
                    212,                0.58505,                0.45727,                0.10171,                  0.961,                0.93501,                0.96616,                0.72911,                0.32531,                0.30294,                0.06168,                 0.0001,                 0.0001,                 0.0001
                    213,                0.58361,                0.45528,                0.10176,                0.96065,                0.93297,                0.96562,                0.73281,                0.32415,                0.30157,                0.06138,                 0.0001,                 0.0001,                 0.0001
                    214,                0.58337,                0.45219,                0.10163,                0.95315,                0.93108,                0.96476,                0.73261,                0.32625,                0.30327,                0.06165,                 0.0001,                 0.0001,                 0.0001
                    215,                0.58737,                 0.4587,                 0.1025,                0.96193,                0.93173,                0.96884,                0.73053,                0.32693,                0.30398,                0.06156,                 0.0001,                 0.0001,                 0.0001
                    216,                0.58479,                0.45496,                0.10077,                0.95715,                0.92976,                0.96656,                 0.7292,                0.32644,                 0.3039,                 0.0614,                 0.0001,                 0.0001,                 0.0001
                    217,                 0.5815,                0.45802,                0.10104,                0.95639,                0.92854,                0.96491,                0.72773,                 0.3274,                0.30391,                0.06159,                 0.0001,                 0.0001,                 0.0001
                    218,                0.59416,                0.46411,                0.10449,                0.95527,                0.93001,                0.96429,                0.72752,                0.32843,                0.30424,                0.06164,                 0.0001,                 0.0001,                 0.0001
                    219,                0.57485,                0.45205,                0.10018,                0.96043,                0.92511,                0.96407,                0.72842,                0.32805,                0.30362,                0.06186,                 0.0001,                 0.0001,                 0.0001
                    220,                0.57772,                0.45271,                0.10022,                0.96028,                0.92472,                0.96438,                0.72721,                0.32938,                0.30408,                0.06197,                 0.0001,                 0.0001,                 0.0001
                    221,                0.59048,                0.46231,                0.10321,                0.96076,                0.92577,                0.96471,                0.72966,                0.32954,                0.30474,                0.06213,                 0.0001,                 0.0001,                 0.0001
                    222,                0.58623,                0.45724,                0.10283,                0.96175,                0.92643,                0.96615,                0.73019,                0.32827,                0.30473,                0.06201,                 0.0001,                 0.0001,                 0.0001
                    223,                0.58138,                 0.4537,                0.10029,                0.96337,                0.92828,                0.96633,                0.72974,                0.32775,                0.30482,                0.06196,                 0.0001,                 0.0001,                 0.0001
                    224,                0.57137,                0.44577,                0.09901,                0.96392,                0.92703,                0.96654,                0.73033,                0.32699,                 0.3048,                0.06195,                 0.0001,                 0.0001,                 0.0001
                    225,                0.57844,                 0.4513,                0.09989,                0.96631,                0.92648,                0.96571,                0.72729,                0.32642,                0.30453,                0.06187,                 0.0001,                 0.0001,                 0.0001
                    226,                 0.5776,                0.45212,                0.09925,                0.96674,                0.92812,                0.96541,                0.72417,                0.32978,                0.30595,                0.06184,                 0.0001,                 0.0001,                 0.0001
                    227,                0.57519,                0.45083,                0.09973,                0.96345,                0.92854,                0.96527,                0.72678,                 0.3305,                0.30576,                0.06181,                 0.0001,                 0.0001,                 0.0001
                    228,                0.57202,                0.45027,                0.09981,                0.96213,                0.93595,                0.96612,                0.72544,                0.33382,                 0.3072,                0.06174,                 0.0001,                 0.0001,                 0.0001
                    229,                0.57624,                0.45427,                0.10067,                0.95572,                 0.9371,                0.96593,                0.72359,                0.33586,                0.30709,                0.06173,                 0.0001,                 0.0001,                 0.0001
                    230,                0.57603,                0.45164,                0.09972,                0.96073,                0.92767,                0.96506,                0.72507,                0.33515,                0.30682,                0.06172,                 0.0001,                 0.0001,                 0.0001
                    231,                0.56339,                0.44594,                0.09748,                 0.9557,                0.93423,                0.96412,                0.72568,                0.33188,                0.30564,                0.06162,                 0.0001,                 0.0001,                 0.0001
                    232,                0.57357,                0.45102,                0.09819,                0.95002,                0.94137,                0.96446,                0.73226,                0.32711,                0.30357,                0.06132,                 0.0001,                 0.0001,                 0.0001
                    233,                0.57349,                0.45158,                 0.0981,                0.96046,                0.93236,                 0.9638,                0.73203,                 0.3298,                0.30492,                0.06132,                 0.0001,                 0.0001,                 0.0001
                    234,                0.58185,                 0.4532,                0.10183,                0.96298,                 0.9308,                0.96452,                0.73306,                0.33197,                 0.3055,                0.06146,                 0.0001,                 0.0001,                 0.0001
                    235,                0.57966,                0.45224,                 0.1006,                0.95938,                0.93409,                 0.9674,                0.73264,                0.33427,                0.30693,                0.06188,                 0.0001,                 0.0001,                 0.0001
                    236,                0.57407,                0.45276,                0.10022,                 0.9686,                0.92696,                0.96602,                0.72993,                 0.3352,                0.30699,                0.06182,                 0.0001,                 0.0001,                 0.0001
                    237,                0.57073,                  0.449,                0.09931,                 0.9679,                0.92542,                 0.9675,                0.72852,                0.33656,                0.30817,                0.06181,                 0.0001,                 0.0001,                 0.0001
                    238,                0.57955,                0.45618,                0.09995,                0.97025,                0.92402,                0.96514,                0.72673,                0.33832,                 0.3088,                0.06224,                 0.0001,                 0.0001,                 0.0001
                    239,                0.57579,                0.45059,                 0.0999,                0.95958,                0.93285,                0.96544,                0.72724,                 0.3396,                0.30867,                0.06267,                 0.0001,                 0.0001,                 0.0001
                    240,                0.56563,                0.45116,                0.09791,                0.96923,                0.92956,                0.96895,                0.72648,                0.34326,                 0.3095,                0.06305,                 0.0001,                 0.0001,                 0.0001
                    241,                0.56061,                 0.4468,                0.09573,                0.97198,                0.92526,                0.96898,                0.72679,                0.34402,                0.31003,                0.06328,                 0.0001,                 0.0001,                 0.0001
                    242,                0.56692,                0.45017,                0.09806,                0.96247,                 0.9273,                0.96866,                0.72354,                0.34483,                  0.311,                0.06327,                 0.0001,                 0.0001,                 0.0001
                    243,                0.57317,                0.45202,                 0.0993,                0.95848,                0.92604,                0.96631,                0.72592,                0.34046,                0.30928,                0.06312,                 0.0001,                 0.0001,                 0.0001
                    244,                0.56924,                0.44945,                0.09922,                0.94791,                0.94372,                0.96726,                0.72704,                0.33783,                 0.3084,                0.06291,                 0.0001,                 0.0001,                 0.0001
                    245,                0.57299,                0.44798,                0.10021,                0.95127,                0.94758,                0.96997,                0.72894,                0.33684,                0.30808,                0.06299,                 0.0001,                 0.0001,                 0.0001
                    246,                0.57751,                0.45226,                0.10151,                0.95719,                0.94169,                0.97036,                0.72943,                0.33352,                 0.3075,                0.06276,                 0.0001,                 0.0001,                 0.0001
                    247,                0.57266,                0.44912,                0.09965,                0.94929,                0.95258,                0.97129,                0.73287,                0.33212,                0.30758,                0.06278,                 0.0001,                 0.0001,                 0.0001
                    248,                0.57625,                0.45185,                0.10138,                0.95282,                0.94952,                0.97104,                  0.734,                0.32749,                0.30511,                0.06242,                 0.0001,                 0.0001,                 0.0001
                    249,                0.57331,                0.45062,                0.10049,                0.95123,                0.95307,                0.97133,                0.73511,                0.32534,                0.30364,                0.06218,                 0.0001,                 0.0001,                 0.0001
                    250,                0.56726,                0.45159,                0.09868,                 0.9531,                0.95326,                0.97143,                0.73838,                0.32394,                0.30424,                0.06233,                 0.0001,                 0.0001,                 0.0001
                    251,                0.56499,                0.44501,                0.09748,                0.95238,                0.95255,                0.97234,                0.73798,                0.32321,                0.30493,                0.06211,                 0.0001,                 0.0001,                 0.0001
                    252,                0.56669,                0.44404,                0.09832,                0.94621,                0.95104,                0.97249,                0.74205,                0.31892,                0.30268,                0.06174,                 0.0001,                 0.0001,                 0.0001
                    253,                0.56365,                0.44325,                0.09837,                 0.9584,                0.94499,                 0.9728,                0.74463,                0.31895,                0.30179,                0.06189,                 0.0001,                 0.0001,                 0.0001
                    254,                0.56097,                0.44216,                0.09731,                0.95327,                0.95002,                0.97299,                0.74587,                0.31655,                0.30173,                0.06156,                 0.0001,                 0.0001,                 0.0001
                    255,                0.56285,                 0.4472,                0.09704,                0.95363,                0.94894,                0.97368,                0.74478,                0.31433,                0.30127,                0.06118,                 0.0001,                 0.0001,                 0.0001
                    256,                0.56669,                0.44701,                0.09888,                0.95508,                0.94775,                0.97344,                0.74538,                0.31351,                0.30169,                0.06106,                 0.0001,                 0.0001,                 0.0001
                    257,                0.56048,                0.44317,                0.09738,                0.95223,                0.94745,                0.97034,                0.74425,                0.31291,                 0.3019,                 0.0612,                 0.0001,                 0.0001,                 0.0001
                    258,                0.55206,                0.43731,                0.09532,                0.95153,                 0.9527,                 0.9714,                0.74892,                0.31115,                0.30131,                 0.0612,                 0.0001,                 0.0001,                 0.0001
                    259,                0.56241,                0.44231,                0.09729,                0.95195,                0.95437,                0.97281,                0.74583,                0.31154,                0.30245,                0.06162,                 0.0001,                 0.0001,                 0.0001
                    260,                0.57073,                0.44868,                0.10005,                0.95513,                 0.9542,                0.97293,                0.74544,                0.31093,                 0.3028,                0.06189,                 0.0001,                 0.0001,                 0.0001
                    261,                0.57198,                0.44991,                0.10066,                0.95741,                0.95465,                0.97297,                0.74428,                0.31001,                0.30198,                0.06193,                 0.0001,                 0.0001,                 0.0001
                    262,                0.56963,                0.44846,                0.09944,                0.96014,                0.95297,                0.97392,                 0.7461,                0.31038,                0.30155,                 0.0621,                 0.0001,                 0.0001,                 0.0001
                    263,                0.55943,                0.44448,                0.09664,                0.96314,                0.95199,                0.97395,                0.74374,                0.31236,                0.30195,                0.06194,                 0.0001,                 0.0001,                 0.0001
                    264,                0.55109,                0.44305,                0.09498,                0.96346,                0.95269,                0.97521,                0.74436,                0.31198,                0.30167,                0.06177,                 0.0001,                 0.0001,                 0.0001
                    265,                0.55829,                0.44356,                 0.0966,                0.95619,                  0.954,                0.97447,                0.74703,                0.30842,                0.29985,                0.06157,                 0.0001,                 0.0001,                 0.0001
                    266,                0.56362,                0.44917,                0.09783,                0.95576,                0.95306,                 0.9742,                0.74847,                0.30622,                0.29914,                0.06113,                 0.0001,                 0.0001,                 0.0001
                    267,                0.55555,                0.43744,                0.09739,                0.95656,                0.94985,                0.97303,                0.74943,                0.30688,                 0.2991,                0.06103,                 0.0001,                 0.0001,                 0.0001
                    268,                0.56498,                 0.4496,                0.09797,                 0.9491,                0.95222,                0.97198,                0.75026,                0.30604,                0.29949,                0.06071,                 0.0001,                 0.0001,                 0.0001
                    269,                0.55851,                0.44648,                 0.0972,                0.94898,                 0.9528,                0.97272,                0.74745,                0.30772,                0.30015,                 0.0605,                 0.0001,                 0.0001,                 0.0001
                    270,                0.55923,                0.44713,                0.09718,                0.94826,                 0.9521,                0.97345,                0.74759,                0.30919,                0.30114,                0.06046,                 0.0001,                 0.0001,                 0.0001
                    271,                0.56985,                0.45222,                0.09927,                0.94921,                0.94812,                0.97155,                0.75027,                 0.3112,                0.30243,                0.06078,                 0.0001,                 0.0001,                 0.0001
                    272,                0.55847,                0.44183,                0.09696,                0.95137,                0.94828,                0.96987,                0.74937,                0.31078,                0.30297,                0.06046,                 0.0001,                 0.0001,                 0.0001
                    273,                0.57373,                0.45078,                0.10021,                0.95413,                 0.9483,                0.97169,                 0.7529,                0.30868,                0.30181,                0.06014,                 0.0001,                 0.0001,                 0.0001
                    274,                0.54996,                0.43939,                0.09529,                0.94914,                 0.9496,                0.96752,                0.74877,                 0.3073,                0.30057,                0.05993,                 0.0001,                 0.0001,                 0.0001
                    275,                0.55217,                0.43799,                0.09557,                0.95586,                0.95154,                0.97119,                0.74864,                0.30971,                0.30111,                0.05997,                 0.0001,                 0.0001,                 0.0001
                    276,                0.55936,                0.44562,                0.09741,                0.95268,                0.95283,                0.97098,                0.74814,                0.31017,                0.30076,                0.06008,                 0.0001,                 0.0001,                 0.0001
                    277,                0.54868,                0.44064,                0.09472,                0.95839,                0.95252,                0.97357,                 0.7534,                0.30732,                0.29859,                 0.0594,                 0.0001,                 0.0001,                 0.0001
                    278,                 0.5683,                0.45043,                0.09924,                0.96203,                0.95064,                0.97307,                0.75043,                0.30751,                0.29857,                 0.0596,                 0.0001,                 0.0001,                 0.0001
                    279,                0.55088,                0.43988,                0.09495,                0.95814,                0.94855,                0.97026,                0.75674,                0.30757,                0.29888,                0.05955,                 0.0001,                 0.0001,                 0.0001
                    280,                0.55136,                0.44186,                0.09529,                0.96262,                0.94346,                0.97171,                0.75425,                0.30691,                 0.2982,                0.05929,                 0.0001,                 0.0001,                 0.0001
                    281,                0.55083,                0.44105,                0.09446,                0.95864,                0.93902,                0.97102,                0.75485,                  0.304,                0.29672,                0.05855,                 0.0001,                 0.0001,                 0.0001
                    282,                 0.5597,                 0.4461,                0.09905,                0.94809,                0.94597,                0.97105,                0.75556,                0.30468,                0.29659,                0.05853,                 0.0001,                 0.0001,                 0.0001
                    283,                0.55271,                0.44046,                0.09596,                0.94257,                0.95481,                 0.9709,                0.75565,                0.30516,                0.29685,                0.05865,                 0.0001,                 0.0001,                 0.0001
                    284,                0.55912,                0.44321,                0.09711,                0.95916,                 0.9422,                0.96941,                0.75371,                0.30708,                0.29742,                0.05892,                 0.0001,                 0.0001,                 0.0001
                    285,                0.55992,                0.44429,                0.09717,                0.96554,                0.93663,                0.96917,                0.75663,                0.30628,                0.29695,                0.05888,                 0.0001,                 0.0001,                 0.0001
                    286,                0.55195,                0.44161,                0.09601,                0.94495,                0.95551,                0.97068,                0.75602,                0.30427,                0.29593,                0.05906,                 0.0001,                 0.0001,                 0.0001
                    287,                0.55654,                0.44345,                0.09682,                0.96066,                0.94085,                0.97132,                0.75452,                0.30531,                0.29621,                  0.059,                 0.0001,                 0.0001,                 0.0001
                    288,                0.54871,                0.43856,                0.09522,                0.97013,                0.93245,                0.96944,                0.75407,                0.30675,                0.29675,                 0.0589,                 0.0001,                 0.0001,                 0.0001
                    289,                0.55049,                0.44054,                0.09565,                0.96712,                0.93463,                0.96985,                0.75193,                 0.3076,                0.29658,                0.05883,                 0.0001,                 0.0001,                 0.0001
                    290,                0.54938,                0.44153,                0.09432,                0.96985,                0.93507,                0.96932,                0.75266,                0.30903,                0.29717,                0.05861,                 0.0001,                 0.0001,                 0.0001
                    291,                0.56324,                0.44878,                0.09864,                0.96548,                0.93438,                0.96861,                0.74799,                0.31117,                0.29835,                0.05868,                 0.0001,                 0.0001,                 0.0001
                    292,                0.55298,                0.44048,                0.09578,                0.97941,                0.93684,                0.97076,                 0.7461,                0.31415,                0.29927,                0.05894,                 0.0001,                 0.0001,                 0.0001
                    293,                0.55141,                0.43892,                0.09615,                0.97483,                0.93789,                0.97125,                0.74291,                0.31609,                0.29989,                0.05916,                 0.0001,                 0.0001,                 0.0001
                    294,                0.54407,                0.43232,                0.09381,                0.97647,                0.93789,                0.97141,                0.74685,                0.31332,                0.29837,                0.05902,                 0.0001,                 0.0001,                 0.0001
                    295,                0.54729,                  0.436,                0.09421,                0.97567,                0.93932,                 0.9731,                0.75279,                0.30966,                0.29684,                0.05906,                 0.0001,                 0.0001,                 0.0001
                    296,                0.55403,                0.44563,                0.09679,                0.97596,                0.93857,                0.97239,                0.75577,                0.30825,                0.29636,                0.05877,                 0.0001,                 0.0001,                 0.0001
                    297,                0.54187,                0.44458,                0.09339,                 0.9761,                0.93682,                0.97163,                0.74984,                0.31089,                0.29781,                0.05885,                 0.0001,                 0.0001,                 0.0001
                    298,                0.54863,                0.43991,                0.09577,                0.97542,                 0.9372,                0.97199,                0.75177,                0.31007,                0.29741,                0.05859,                 0.0001,                 0.0001,                 0.0001
                    299,                0.55114,                0.44152,                0.09577,                0.97448,                0.93881,                0.97372,                0.75315,                0.31208,                0.29795,                0.05898,                 0.0001,                 0.0001,                 0.0001
                    300,                0.54982,                0.44304,                0.09536,                0.97296,                0.93907,                0.97346,                 0.7528,                0.31644,                0.29977,                0.05923,                 0.0001,                 0.0001,                 0.0001
